"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11971","Search","chromium","Thu Jun 26 09:14:45 GMT 2025","passed","Thu Jun 26 09:14:57 GMT 2025","","test.spec.js","",""
