"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10831","Search","chromium","Tue Mar 04 12:30:44 GMT 2025","passed","Tue Mar 04 12:30:55 GMT 2025","","test.spec.js","",""
